Philosopher: 0, Time: 3 ms, running
Philosopher: 0, Time: 57711 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 57712 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57712 ms, picked up fork 3
Philosopher: 3, Time: 57712 ms, picked up fork 2
Philosopher: 3, Time: 57712 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 1, Time: 57712 ms, picked up fork 1
Philosopher: 1, Time: 57712 ms, picked up fork 0
Philosopher: 1, Time: 57712 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 0, Time: 57721 ms, entering hungry state.
Philosopher: 0, Time: 57721 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 57722 ms, entering hungry state.
Philosopher: 2, Time: 57722 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 57741 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 57742 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 57742 ms, picked up fork 0
Philosopher: 0, Time: 57742 ms, picked up fork 3
Philosopher: 0, Time: 57742 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 2, Time: 57742 ms, picked up fork 2
Philosopher: 2, Time: 57742 ms, picked up fork 1
Philosopher: 2, Time: 57742 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 3, Time: 57751 ms, entering hungry state.
Philosopher: 3, Time: 57751 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 57752 ms, entering hungry state.
Philosopher: 1, Time: 57752 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 57763 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 57773 ms, entering hungry state.
Philosopher: 0, Time: 57774 ms, picked up fork 0
Philosopher: 0, Time: 57774 ms, picked up fork 3
Philosopher: 0, Time: 57774 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 2, Time: 57778 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 57788 ms, entering hungry state.
Philosopher: 2, Time: 57789 ms, picked up fork 2
Philosopher: 2, Time: 57789 ms, picked up fork 1
Philosopher: 2, Time: 57789 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 0, Time: 57799 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 57809 ms, entering hungry state.
Philosopher: 0, Time: 57809 ms, picked up fork 0
Philosopher: 0, Time: 57809 ms, picked up fork 3
Philosopher: 0, Time: 57809 ms, no neighbors are eating - entering eating state. Will eat for 32 ms
Philosopher: 2, Time: 57825 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 57835 ms, entering hungry state.
Philosopher: 2, Time: 57835 ms, picked up fork 2
Philosopher: 2, Time: 57835 ms, picked up fork 1
Philosopher: 2, Time: 57835 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 0, Time: 57841 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 57851 ms, entering hungry state.
Philosopher: 0, Time: 57851 ms, picked up fork 0
Philosopher: 0, Time: 57851 ms, picked up fork 3
Philosopher: 0, Time: 57851 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 2, Time: 57856 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 57866 ms, entering hungry state.
Philosopher: 2, Time: 57866 ms, picked up fork 2
Philosopher: 2, Time: 57866 ms, picked up fork 1
Philosopher: 2, Time: 57866 ms, no neighbors are eating - entering eating state. Will eat for 24 ms
Philosopher: 0, Time: 57884 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 57890 ms, picked up fork 1
Philosopher: 1, Time: 57890 ms, picked up fork 0
Philosopher: 1, Time: 57890 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 2, Time: 57890 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57890 ms, picked up fork 3
Philosopher: 3, Time: 57891 ms, picked up fork 2
Philosopher: 3, Time: 57891 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 0, Time: 57895 ms, entering hungry state.
Philosopher: 0, Time: 57895 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 57901 ms, entering hungry state.
Philosopher: 2, Time: 57901 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 57911 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57921 ms, entering hungry state.
Philosopher: 3, Time: 57921 ms, picked up fork 3
Philosopher: 3, Time: 57921 ms, picked up fork 2
Philosopher: 3, Time: 57921 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 1, Time: 57925 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 57935 ms, entering hungry state.
Philosopher: 1, Time: 57935 ms, picked up fork 1
Philosopher: 1, Time: 57935 ms, picked up fork 0
Philosopher: 1, Time: 57935 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 3, Time: 57935 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57945 ms, entering hungry state.
Philosopher: 3, Time: 57945 ms, picked up fork 3
Philosopher: 3, Time: 57945 ms, picked up fork 2
Philosopher: 3, Time: 57945 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 1, Time: 57947 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 57957 ms, entering hungry state.
Philosopher: 1, Time: 57957 ms, picked up fork 1
Philosopher: 1, Time: 57957 ms, picked up fork 0
Philosopher: 1, Time: 57957 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 3, Time: 57959 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57970 ms, entering hungry state.
Philosopher: 3, Time: 57970 ms, picked up fork 3
Philosopher: 3, Time: 57970 ms, picked up fork 2
Philosopher: 3, Time: 57970 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 1, Time: 57979 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 57985 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 57985 ms, picked up fork 0
Philosopher: 0, Time: 57985 ms, picked up fork 3
Philosopher: 0, Time: 57985 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 2, Time: 57985 ms, picked up fork 2
Philosopher: 2, Time: 57985 ms, picked up fork 1
Philosopher: 2, Time: 57985 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 1, Time: 57989 ms, entering hungry state.
Philosopher: 1, Time: 57989 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 57995 ms, entering hungry state.
Philosopher: 3, Time: 57995 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58002 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58006 ms, picked up fork 1
Philosopher: 1, Time: 58006 ms, picked up fork 0
Philosopher: 1, Time: 58006 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 2, Time: 58006 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58006 ms, picked up fork 3
Philosopher: 3, Time: 58006 ms, picked up fork 2
Philosopher: 3, Time: 58006 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 0, Time: 58012 ms, entering hungry state.
Philosopher: 0, Time: 58012 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58016 ms, entering hungry state.
Philosopher: 2, Time: 58016 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58017 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58021 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58021 ms, picked up fork 0
Philosopher: 0, Time: 58021 ms, picked up fork 3
Philosopher: 0, Time: 58022 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 2, Time: 58021 ms, picked up fork 2
Philosopher: 2, Time: 58022 ms, picked up fork 1
Philosopher: 2, Time: 58022 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 3, Time: 58027 ms, entering hungry state.
Philosopher: 3, Time: 58027 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58032 ms, entering hungry state.
Philosopher: 1, Time: 58032 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58043 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58051 ms, picked up fork 1
Philosopher: 1, Time: 58051 ms, picked up fork 0
Philosopher: 1, Time: 58051 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 3, Time: 58051 ms, picked up fork 3
Philosopher: 3, Time: 58051 ms, picked up fork 2
Philosopher: 3, Time: 58051 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 0, Time: 58051 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58053 ms, entering hungry state.
Philosopher: 2, Time: 58053 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58061 ms, entering hungry state.
Philosopher: 0, Time: 58061 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58082 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58088 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58088 ms, picked up fork 0
Philosopher: 0, Time: 58088 ms, picked up fork 3
Philosopher: 0, Time: 58088 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 2, Time: 58088 ms, picked up fork 2
Philosopher: 2, Time: 58088 ms, picked up fork 1
Philosopher: 2, Time: 58088 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 3, Time: 58092 ms, entering hungry state.
Philosopher: 3, Time: 58092 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58098 ms, entering hungry state.
Philosopher: 1, Time: 58098 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58110 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58120 ms, entering hungry state.
Philosopher: 2, Time: 58120 ms, picked up fork 2
Philosopher: 2, Time: 58120 ms, picked up fork 1
Philosopher: 2, Time: 58120 ms, no neighbors are eating - entering eating state. Will eat for 35 ms
Philosopher: 0, Time: 58122 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58132 ms, entering hungry state.
Philosopher: 0, Time: 58132 ms, picked up fork 0
Philosopher: 0, Time: 58132 ms, picked up fork 3
Philosopher: 0, Time: 58132 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 0, Time: 58150 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58155 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58155 ms, picked up fork 3
Philosopher: 3, Time: 58156 ms, picked up fork 2
Philosopher: 3, Time: 58156 ms, no neighbors are eating - entering eating state. Will eat for 35 ms
Philosopher: 1, Time: 58155 ms, picked up fork 1
Philosopher: 1, Time: 58156 ms, picked up fork 0
Philosopher: 1, Time: 58156 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 0, Time: 58161 ms, entering hungry state.
Philosopher: 0, Time: 58161 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58166 ms, entering hungry state.
Philosopher: 2, Time: 58166 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58179 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58189 ms, entering hungry state.
Philosopher: 1, Time: 58189 ms, picked up fork 1
Philosopher: 1, Time: 58189 ms, picked up fork 0
Philosopher: 1, Time: 58189 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 3, Time: 58191 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58201 ms, entering hungry state.
Philosopher: 3, Time: 58201 ms, picked up fork 3
Philosopher: 3, Time: 58201 ms, picked up fork 2
Philosopher: 3, Time: 58201 ms, no neighbors are eating - entering eating state. Will eat for 24 ms
Philosopher: 3, Time: 58225 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58225 ms, picked up fork 2
Philosopher: 2, Time: 58225 ms, picked up fork 1
Philosopher: 2, Time: 58225 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 0, Time: 58225 ms, picked up fork 0
Philosopher: 0, Time: 58225 ms, picked up fork 3
Philosopher: 0, Time: 58225 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 1, Time: 58225 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58235 ms, entering hungry state.
Philosopher: 3, Time: 58235 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58235 ms, entering hungry state.
Philosopher: 1, Time: 58235 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58236 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58241 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58241 ms, picked up fork 3
Philosopher: 3, Time: 58241 ms, picked up fork 2
Philosopher: 3, Time: 58241 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 1, Time: 58241 ms, picked up fork 1
Philosopher: 1, Time: 58242 ms, picked up fork 0
Philosopher: 1, Time: 58242 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 0, Time: 58247 ms, entering hungry state.
Philosopher: 0, Time: 58247 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58251 ms, entering hungry state.
Philosopher: 2, Time: 58251 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58276 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58280 ms, picked up fork 0
Philosopher: 1, Time: 58280 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58280 ms, picked up fork 2
Philosopher: 2, Time: 58280 ms, picked up fork 1
Philosopher: 2, Time: 58280 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 0, Time: 58280 ms, picked up fork 3
Philosopher: 0, Time: 58280 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 3, Time: 58286 ms, entering hungry state.
Philosopher: 3, Time: 58286 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58290 ms, entering hungry state.
Philosopher: 1, Time: 58290 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58290 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58293 ms, picked up fork 1
Philosopher: 1, Time: 58293 ms, picked up fork 0
Philosopher: 1, Time: 58293 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 0, Time: 58293 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58293 ms, picked up fork 3
Philosopher: 3, Time: 58293 ms, picked up fork 2
Philosopher: 3, Time: 58294 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 2, Time: 58300 ms, entering hungry state.
Philosopher: 2, Time: 58301 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58303 ms, entering hungry state.
Philosopher: 0, Time: 58304 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58314 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58323 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58323 ms, picked up fork 2
Philosopher: 2, Time: 58324 ms, picked up fork 1
Philosopher: 2, Time: 58324 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 0, Time: 58323 ms, picked up fork 0
Philosopher: 0, Time: 58324 ms, picked up fork 3
Philosopher: 0, Time: 58324 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 3, Time: 58324 ms, entering hungry state.
Philosopher: 3, Time: 58324 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58334 ms, entering hungry state.
Philosopher: 1, Time: 58334 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58339 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58349 ms, entering hungry state.
Philosopher: 0, Time: 58349 ms, picked up fork 0
Philosopher: 0, Time: 58349 ms, picked up fork 3
Philosopher: 0, Time: 58350 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 2, Time: 58355 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58365 ms, entering hungry state.
Philosopher: 2, Time: 58365 ms, picked up fork 2
Philosopher: 2, Time: 58365 ms, picked up fork 1
Philosopher: 2, Time: 58365 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 0, Time: 58366 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58376 ms, entering hungry state.
Philosopher: 0, Time: 58376 ms, picked up fork 0
Philosopher: 0, Time: 58376 ms, picked up fork 3
Philosopher: 0, Time: 58376 ms, no neighbors are eating - entering eating state. Will eat for 28 ms
Philosopher: 2, Time: 58387 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58397 ms, entering hungry state.
Philosopher: 2, Time: 58397 ms, picked up fork 2
Philosopher: 2, Time: 58397 ms, picked up fork 1
Philosopher: 2, Time: 58397 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 0, Time: 58404 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58414 ms, entering hungry state.
Philosopher: 0, Time: 58414 ms, picked up fork 0
Philosopher: 0, Time: 58414 ms, picked up fork 3
Philosopher: 0, Time: 58414 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 2, Time: 58436 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58440 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58440 ms, picked up fork 1
Philosopher: 1, Time: 58440 ms, picked up fork 0
Philosopher: 1, Time: 58440 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 3, Time: 58440 ms, picked up fork 3
Philosopher: 3, Time: 58441 ms, picked up fork 2
Philosopher: 3, Time: 58441 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 2, Time: 58446 ms, entering hungry state.
Philosopher: 2, Time: 58446 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58450 ms, entering hungry state.
Philosopher: 0, Time: 58450 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58456 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58460 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58460 ms, picked up fork 0
Philosopher: 0, Time: 58460 ms, picked up fork 3
Philosopher: 0, Time: 58460 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 2, Time: 58460 ms, picked up fork 2
Philosopher: 2, Time: 58460 ms, picked up fork 1
Philosopher: 2, Time: 58460 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 3, Time: 58466 ms, entering hungry state.
Philosopher: 3, Time: 58466 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58470 ms, entering hungry state.
Philosopher: 1, Time: 58470 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58489 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58498 ms, picked up fork 3
Philosopher: 3, Time: 58498 ms, picked up fork 2
Philosopher: 3, Time: 58498 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 1, Time: 58498 ms, picked up fork 1
Philosopher: 1, Time: 58498 ms, picked up fork 0
Philosopher: 1, Time: 58498 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 2, Time: 58498 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58499 ms, entering hungry state.
Philosopher: 0, Time: 58499 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58508 ms, entering hungry state.
Philosopher: 2, Time: 58508 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58509 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58519 ms, entering hungry state.
Philosopher: 3, Time: 58519 ms, picked up fork 3
Philosopher: 3, Time: 58519 ms, picked up fork 2
Philosopher: 3, Time: 58519 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 1, Time: 58519 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58529 ms, entering hungry state.
Philosopher: 1, Time: 58529 ms, picked up fork 1
Philosopher: 1, Time: 58529 ms, picked up fork 0
Philosopher: 1, Time: 58530 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 3, Time: 58546 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58557 ms, entering hungry state.
Philosopher: 3, Time: 58557 ms, picked up fork 3
Philosopher: 3, Time: 58557 ms, picked up fork 2
Philosopher: 3, Time: 58557 ms, no neighbors are eating - entering eating state. Will eat for 24 ms
Philosopher: 1, Time: 58568 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58578 ms, entering hungry state.
Philosopher: 1, Time: 58578 ms, picked up fork 1
Philosopher: 1, Time: 58578 ms, picked up fork 0
Philosopher: 1, Time: 58578 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 3, Time: 58581 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58591 ms, entering hungry state.
Philosopher: 3, Time: 58591 ms, picked up fork 3
Philosopher: 3, Time: 58591 ms, picked up fork 2
Philosopher: 3, Time: 58591 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 1, Time: 58598 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58608 ms, entering hungry state.
Philosopher: 1, Time: 58608 ms, picked up fork 1
Philosopher: 1, Time: 58608 ms, picked up fork 0
Philosopher: 1, Time: 58608 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 3, Time: 58616 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58626 ms, entering hungry state.
Philosopher: 3, Time: 58626 ms, picked up fork 3
Philosopher: 3, Time: 58626 ms, picked up fork 2
Philosopher: 3, Time: 58627 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 1, Time: 58634 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58644 ms, picked up fork 0
Philosopher: 0, Time: 58644 ms, picked up fork 3
Philosopher: 0, Time: 58644 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 1, Time: 58644 ms, entering hungry state.
Philosopher: 1, Time: 58644 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58644 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58644 ms, picked up fork 2
Philosopher: 2, Time: 58644 ms, picked up fork 1
Philosopher: 2, Time: 58644 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 3, Time: 58654 ms, entering hungry state.
Philosopher: 3, Time: 58654 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58659 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58669 ms, entering hungry state.
Philosopher: 2, Time: 58669 ms, picked up fork 2
Philosopher: 2, Time: 58669 ms, picked up fork 1
Philosopher: 2, Time: 58669 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 0, Time: 58675 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 58679 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58679 ms, picked up fork 1
Philosopher: 1, Time: 58680 ms, picked up fork 0
Philosopher: 1, Time: 58680 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 3, Time: 58679 ms, picked up fork 3
Philosopher: 3, Time: 58680 ms, picked up fork 2
Philosopher: 3, Time: 58680 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 0, Time: 58685 ms, entering hungry state.
Philosopher: 0, Time: 58685 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58690 ms, entering hungry state.
Philosopher: 2, Time: 58690 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58700 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58703 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58703 ms, picked up fork 0
Philosopher: 0, Time: 58703 ms, picked up fork 3
Philosopher: 0, Time: 58703 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 2, Time: 58703 ms, picked up fork 2
Philosopher: 2, Time: 58703 ms, picked up fork 1
Philosopher: 2, Time: 58703 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 3, Time: 58710 ms, entering hungry state.
Philosopher: 3, Time: 58710 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 58713 ms, entering hungry state.
Philosopher: 1, Time: 58713 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58723 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58726 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58726 ms, picked up fork 1
Philosopher: 1, Time: 58726 ms, picked up fork 0
Philosopher: 1, Time: 58726 ms, no neighbors are eating - entering eating state. Will eat for 28 ms
Philosopher: 3, Time: 58726 ms, picked up fork 3
Philosopher: 3, Time: 58726 ms, picked up fork 2
Philosopher: 3, Time: 58726 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 2, Time: 58734 ms, entering hungry state.
Philosopher: 2, Time: 58734 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 58736 ms, entering hungry state.
Philosopher: 0, Time: 58736 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58741 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58751 ms, entering hungry state.
Philosopher: 3, Time: 58752 ms, picked up fork 3
Philosopher: 3, Time: 58752 ms, picked up fork 2
Philosopher: 3, Time: 58752 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 1, Time: 58754 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58764 ms, entering hungry state.
Philosopher: 1, Time: 58764 ms, picked up fork 1
Philosopher: 1, Time: 58764 ms, picked up fork 0
Philosopher: 1, Time: 58765 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 3, Time: 58767 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58777 ms, entering hungry state.
Philosopher: 3, Time: 58777 ms, picked up fork 3
Philosopher: 3, Time: 58777 ms, picked up fork 2
Philosopher: 3, Time: 58777 ms, no neighbors are eating - entering eating state. Will eat for 28 ms
Philosopher: 1, Time: 58801 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 58805 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 58805 ms, picked up fork 0
Philosopher: 0, Time: 58805 ms, picked up fork 3
Philosopher: 0, Time: 58805 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 2, Time: 58805 ms, picked up fork 2
Philosopher: 2, Time: 58805 ms, picked up fork 1
Philosopher: 2, Time: 58805 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 1, Time: 58811 ms, entering hungry state.
Philosopher: 1, Time: 58811 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 58815 ms, entering hungry state.
Philosopher: 3, Time: 58815 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 58817 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 58825 ms, picked up fork 1
Philosopher: 1, Time: 58825 ms, picked up fork 0
